Ticker,CIK Code
LIAN,1831283
SDHY,1812923
GBAB,1495825
FSD,1494530
RNGR,1699039
BTDR,1899123
IHRT,1400891
DM,1754820
EFT,1288992
EVN,1074540
LIND,1512499
SMBK,1038773
LVOX,1723648
PSTL,1759774
HIO,910068
VHI,59255
HTBI,1538263
RRBI,1071236
MUA,901243
RMAX,1581091
TERN,1831363
OSG,75208
BHRB,1964333
EFR,1258623
PNTG,1766400
SPRY,1671858
ETO,1281926
FFIC,923139
CHW,1396277
UHG,1830188
SJT,319655
LUNG,1127537
CYD,932695
AMBI,1937441
MYN,882150
NEWT,1587987
ZUMZ,1318008
TPVG,1580345
FFA,1291334
MTRX,866273
ORC,1518621
CGNT,1824814
AURA,1501796
VALU,717720
MCI,275694
TDUP,1484778
SVII,1843477
ITOS,1808865
MIESY,1567924
ALTG,1759824
AVK,1219120
CAN,1780652
KMF,1500096
LILM,1855756
SHBI,1035092
DSP,1828791
CSV,1016281
TGB,878518
GILT,897322
RBBN,1708055
SMMF,811808
ORIC,1796280
GPP,1635650
MBI,814585
FSBC,1275168
TALK,1803901
BITF,1812477
LX,1708259
NTGR,1122904
LMB,1606163
BLUE,1293971
DFP,1559991
IPXX,1970622
MXCT,1287098
VKI,908993
TYG,1268533
NREF,1786248
CBUS,1705843
TBI,768899
ACIC,1401521
NVEC,724910
GENK,1891856
PERF,1899830
ANL,1944552
PPT,827773
DPG,1515671
KODK,31235
VSTA,1792829
GNTY,1058867
LEO,818972
MPB,879635
RERE,1838957
BRT,14846
GCO,18498
BRW,826020
SOR,91847
ICVX,1786255
AMWL,1393584
RENE,1889112
EBTC,1018399
OTLY,1843586
JILL,1687932
IVR,1437071
AMRN,897448
EEX,1579214
CSTR,1676479
FIP,1899883
AVTE,1798749
EVI,65312
MGNX,1125345
BETR,1835856
SAR,1377936
LCAA,1841024
HQL,884121
LCW,1847577
ACP,1503290
ADSE,1879248
JANX,1817713
AROW,717538
VYGR,1640266
SLND,1883814
KIO,1515940
CMTL,23197
POWW,1015383
MOFG,1412665
NLST,1282631
BFZ,1137391
FLJ,1769256
ORGO,1661181
BLND,1855747
DOMO,1505952
JWSM,1831359
NNOX,1795251
BKUH,1440153
HYAC,1970509
IVCB,1857410
AVNW,1377789
TAST,809248
MX,1325702
CLBR,1995413
NXDT,1356115
XFLT,1703079
MIN,826735
FINS,1745059
ABUS,1447028
API,1802883
MTLS,1091223
ALTO,778164
PKE,76267
QURE,1590560
KALV,1348911
ANVI,1570132
SBT,1680379
LXRX,1062822
CVEO,1590584
FUSN,1805890
DOYU,1762417
NLCP,1854964
PACK,1712463
KTF,839533
SCM,1551901
UTMD,706698
MLP,63330
NEWP,1369085
SDSYA,1163609
SIFY,1094324
AFRI,1903870
PKOH,76282
NRGV,1828536
FF,1337298
PMO,900422
AGEN,1098972
HIX,1058239
FNGR,1602409
RFMZ,1817159
EVA,1592057
AGS,1593548
SPOK,1289945
IBEX,1720420
MCBC,1053584
CDNA,1217234
NAN,1074769
UROY,1711570
EDD,1388141
MSB,65172
EGHT,1023731
HIVE,1720424
NGVC,1547459
OOMA,1327688
VIGL,1827087
PGEN,1356090
WHF,1552198
WINS,1640251
SKGR,1912461
HPF,1189740
SENS,1616543
TRHC,1651561
MIY,890393
RTC,1381074
ACNB,715579
SCLX,1820190
CPLP,1392326
AWP,1390195
CDAQ,1851909
ARDC,1515324
GHL,1282977
WULF,1083301
UTI,1261654
HBCP,1436425
PFIS,1056943
IGMS,1496323
NECA,1373853
PANL,1606909
GLASF,1848731
AMPY,1533924
SMR,1822966
INSE,1615063
ONL,1873923
ANIK,898437
LSEA,1721386
PFL,1244183
JRI,1539337
CBNK,1419536
RXT,1810019
LOCO,1606366
RLGT,1171155
FEN,1284940
TDF,919893
FFWM,1413837
ABIT,1095146
SOHU,1734107
GOCO,1808220
VLD,1825079
CPZ,1717457
NWPX,1001385
MHN,1038186
IPI,1421461
THRD,1923840
BRLT,1866757
LSAK,1041514
ARAY,1138723
ASG,786035
RPHM,1637715
CVRX,1235912
FOF,1375340
RDVT,1720116
PRLH,1856161
CZNC,810958
ANGO,1275187
CMAX,1813914
CORZQ,1839341
BMRC,1403475
NCV,1214935
SEDA,1846975
KNDI,1316517
ASA,1230869
UONE,1041657
NC,789933
TCMD,1027838
ONTF,1110611
AVD,5981
LINC,1286613
ODV,1431852
JFIN,1743102
BSRR,1130144
THCH,1877333
RDZN,1868640
WEYS,106532
NCA,818851
PROC,1863362
MVBF,1277902
RCEL,1762303
AFB,1162027
TMC,1798562
RFI,891290
REFI,1867949
REAX,1862461
NUVB,1811063
LOCC,1848323
BGT,1287480
NATH,69733
EYPT,1314102
WTBA,1166928
ZYXI,846475
CAF,1368493
BAND,1514416
CHMX,1657045
WLFC,1018164
OPFI,1818502
ITIC,720858
OVID,1636651
MREO,1719714
SLN,1479615
BOCN,1856961
SPXX,1338561
SKYT,1819974
FCT,1282850
LMNR,1342423
FNLC,765207
FDBC,1098151
OIA,835333
HYI,1497186
FGPR,922358
SWIM,1833197
NODK,1681206
TCI,733590
XERS,1867096
AVIR,1593899
KMDA,1567529
FARO,917491
OZ,1807046
MYTE,1831907
PLAO,1849737
BYM,1181187
CARE,1829576
PBPB,1195734
SMTI,714256
MCR,851170
SILK,1397702
RMM,1771226
LFMD,948320
DXLG,813298
BWB,1341317
QUAD,1481792
AAOI,1158114
WLDN,1370450
AUDC,1086434
SLDP,1844862
BCAL,1795815
PMM,844790
TRMR,1849396
VNDA,1347178
VMD,1729149
AMPX,1899287
JGH,1615905
EVER,1640428
PRTH,1653558
EDAP,1041934
CERS,1020214
DRTS,1871321
QRTEA,1355096
BGH,1521404
FIF,1513789
AMLI,1699880
GWRS,1434728
ERC,1227073
TSP,1823593
MMT,809173
CMT,1026655
APTM,1845550
GEVO,1392380
TLYS,1524025
JMIA,1756708
NEN,746514
CVGI,1290900
BKCC,1326003
SCWO,933972
FISI,862831
EHTH,1333493
LXFR,1096056
MEC,1766368
FMAO,792966
CIVB,944745
FBIZ,1521951
FTF,1233087
APCA,1862993
UP,1819516
RM,1519401
VLN,1863006
DSM,855887
OBT,1754226
NL,72162
MNTN,1863719
NTPIF,829365
INVZ,1835654
PTHR,1930021
AVAH,1832332
AONC,1839998
CURV,1792781
CMPX,1738021
TTSH,1552800
EOT,1454741
DTC,1870600
BCML,1730984
NBTX,1760854
DC,1852353
OB,1454938
RTON,1580262
GDRZF,1072725
RBTK,1594204
AEF,846676
UNTY,920427
PCYO,276720
PINE,1786117
IREN,1878848
BHR,1574085
GWH,1819438
BKT,832327
DBL,1525201
FULC,1680581
KLTR,1432133
NVX,1859795
HUMA,1818382
FLIC,740663
NRIX,1549595
CLAR,913277
FET,1401257
LOVE,1701758
NUW,1450445
ACIU,1651625
BOAC,1818089
PPTA,1526243
CELC,1603454
FSBW,1530249
RGC,1829667
ZURA,1855644
GTII,356590
ZTR,836412
CFIV,1825249
RBB,1499422
EVTL,1867102
VRA,1495320
CIX,1049606
OPAD,1825024
CONX,1823000
HYZN,1716583
AAN,1821393
YMAB,1722964
FRGI,1534992
EXFY,1476840
PLSE,1625101
TSBK,1046050
MXF,65433
IIF,916618
ESCA,33488
JMSB,1710482
AFCG,1822523
HA,1172222
NRIM,1163370
SOPH,1840706
AUGX,1769804
ATLX,1540684
TWN,804123
BFAC,1880441
WEWA,1616156
VADP,1700849
BW,1630805
IONR,1896084
TCBX,1781730
EPM,1006655
LE,799288
NEGG,1474627
TSI,809559
BNY,1137390
DBVT,1613780
BAER,1941536
PBFS,1769663
NECB,1847398
PRPC,1821329
HFFG,1680873
ASUR,884144
LFCR,1005286
ARL,1102238
SMLR,1554859
GPMT,1703644
ORRF,826154
TSE,1519061
PCB,1423869
IMMR,1058811
HQI,1140102
SBXC,1859686
MGTX,1735438
AEON,1837607
CZFS,739421
ISRL,1915328
CTR,1547341
FSTR,352825
FDEU,1646109
MRAM,1438423
FUND,825202
RCS,916183
STRS,885508
RIV,1501072
EOSE,1805077
WSBF,1569994
ASRT,1808665
IPHA,1598599
CLPR,1649096
TEI,909112
LCTX,876343
CFFS,1839519
TUSK,1679268
VZLA,1796073
TCX,909494
ALUR,1964979
PMX,1181506
ATAI,1840904
VPV,895528
BBAI,1836981
AGD,1362481
GRCL,1826492
MTC,1742518
GENC,64472
HSHP,1959455
BVS,1665988
DSKE,1642453
RCFA,1870143
WRN,1364125
CNF,1733868
KNOP,1564180
LICY,1828811
OPI,1456772
USCB,1901637
PMF,1140392
PSF,1498612
GTE,1273441
CMCL,766011
CTRN,1318484
SLQT,1794783
PSTX,1661460
MBCN,836147
RPMT,1437283
SCD,1270131
VUZI,1463972
MESO,1345099
LUNA,1239819
AOMR,1766478
SFST,1090009
PRTS,1378950
VOXX,807707
HYW,1785680
CPSI,1169445
UIS,746838
SCPH,1604950
INFU,1337013
ITHUF,1643154
AIP,1667011
SWKH,1089907
YRD,1631761
LPSN,1102993
MCAA,1856995
GPJA,41091
PPYA,1894057
FXE,1328598
NWFL,1013272
ZIMV,1876588
OVLY,1431567
III,1371489
PLBC,1168455
NCZ,1227857
ABOS,1576885
PETS,1040130
HSAC,1986117
CLMB,945983
OPRT,1538716
KGNR,1593773
AFT,1502573
SSBK,1689731
PNRG,56868
KVAC,1889983
FRBN,1874495
QIPT,1540013
GDLC,1729997
CPS,1320461
PMTS,1641614
BSVN,1746129
SMLP,1549922
JCE,1385763
RLTY,1866874
XOMA,791908
BTBT,1710350
OCUL,1393434
MCRB,1609809
ACB,1683541
FATE,1434316
EMX,1285786
GOEV,1750153
IVA,1756594
REKR,1697851
GASS,1328919
EVM,1177161
MQT,887394
GMM,1913749
MUE,1071899
INOD,903651
DBB,1383084
MAPS,1779474
QSI,1816431
PHT,1166258
VBNK,1690639
EGAN,1066194
BLFY,1846017
HAWEL,46207
GROY,1834026
FVCB,1675644
ML,1807846
MVT,897269
BFLY,1804176
JOF,859796
BKSY,1753539
AMSC,880807
XPDB,1855474
ENTA,1177648
EP,887396
EGIO,1391127
TWIN,100378
CPSS,889609
TSVT,1860782
CDZI,727273
DHY,1061353
AMTX,738214
FRST,1325670
RMNI,1635282
BARK,1819574
KFS,1072627
CHHE,1309057
PROF,1628808
FENC,1211583
BWFG,1505732
WBUY,1946703
CCLP,1449488
INZY,1693011
GLO,1350869
CVCY,1127371
BLZE,1462056
RYAM,1597672
EBIX,814549
BRKH,1871638
NAK,1164771
MFM,801961
DLHC,785557
CHMG,763563
PEGR,1847241
NETC,1854458
PKBK,1315399
ESEA,1341170
SSTI,1351636
ORN,1402829
HBIO,1123494
CVLY,806279
AIF,1526697
YI,1738906
ACV,1636289
LWAY,814586
GRTS,1656634
CBD,1038572
DLTH,1649744
HOFT,1077688
NHS,1487610
XYF,1725033
BPRN,1913971
ALCO,3545
NTG,1490286
WIA,1254370
HIE,1519505
MASS,1555279
ETX,1563696
HRYU,1911545
AKYA,1711933
SPWH,1132105
FLCX,1609988
DNTH,1690585
CFFI,913341
FSNB,1840225
EGRX,827871
RPTX,1808158
JRS,1158289
TWOU,1459417
PUCK,1836100
CLIN,1883984
PCYG,50471
PDLB,1874071
IVCA,1852889
NGS,1084991
HIPO,1828105
EMP,66901
SELB,1453687
RENB,1527728
ATOM,1420520
NYXH,1857190
VSTM,1526119
TRIS,1852736
IVVD,1832038
SGHT,1531177
MACK,1274792
AAWH,1756390
HBB,1709164
MRSN,1442836
CRMD,1410098
EM,1834253
LAB,1162194
APLT,1697532
STRO,1382101
EPIX,1633932
EMF,809708
LGO,1400438
RDW,1819810
OM,1484612
SRT,1031029
ITI,350868
FSP,1031316
ICTSF,1010134
LGST,1860871
IMMP,1506184
TRUE,1327318
DOUG,1878897
JAKK,1009829
IFIN,1862935
ACRO,1847891
KLXE,1738827
DMB,1565381
INTT,1036262
EAXR,832370
PVBC,1778784
OPP,1678130
IMRX,1790340
BZUN,1625414
LGI,1278211
VAQC,1842386
GHM,716314
TIO,854800
BENF,1775734
BKN,894242
GRIN,1725293
CTGO,1502377
RGTI,1838359
AXGN,805928
GDO,1472341
SUAC,1885461
CALB,1752036
DNMR,1779020
EOD,1386067
NBH,1178839
VTN,883265
TG,850429
NPCE,1528287
OCN,873860
CBAN,711669
EVE,1861121
PIIVX,1557265
TGAN,1715768
PTMN,1372807
NOTE,1823466
BGFV,1156388
CTG,23111
ENJ,71508
ATXS,1454789
BSL,1486298
NIU,1744781
CORBF,1467808
IGI,1462586
BLNK,1429764
TYGO,1855447
ALIM,1267602
EACO,784539
IHIT,1682811
CFNB,803016
SQNS,1383395
GAQ,1852061
LOOP,1504678
BANT,1704795
FLME,1831481
LYRA,1327273
NPV,897421
ALVR,1754068
TLS,320121
OXSQ,1259429
PFMT,1550695
GEOS,1001115
SST,1805833
VERY,1575434
SNFCA,318673
BCSA,1873441
BCBP,1228454
VCXB,1848948
BLDE,1779128
TOP,1848275
MHI,1223026
CCRD,320340
MHLD,1412100
RGCO,1069533
DBP,1383057
ULBI,875657
CIA,24090
INVE,1036044
ZVRA,1434647
MSS,1892292
SHLT,1166834
PCK,1170300
OUST,1816581
AKBA,1517022
VBF,5094
OBIO,1814114
MIO,1864290
STOK,1623526
ALLK,1564824
IKNA,1835579
LYBC,816332
LTRX,1114925
KNIT,1696195
TCRX,1783328
VOC,1505413
CANG,1725123
PCQ,1140411
MG,1436126
CBH,1701809
ZOM,1684144
LTCH,1826000
RCMT,700841
FPL,1589420
ILPT,1717307
INSI,30125
CHEA,1856948
WHEN,943535
HCMA,1845368
VRCA,1660334
LHC,1824153
MAV,1258943
UCAR,1939780
ALCY,1901336
NVCT,1875558
HHLA,1824185
PLNH,1813452
MTA,1722606
RELL,355948
CYDY,1175680
DHF,1057861
MFIN,1000209
ESSA,1382230
FT,833040
MKFG,1816613
WNEB,1157647
DIBS,1600641
HGLB,1622148
GNFT,1757064
SILC,916793
SEVN,1452477
MBAC,1839175
ISBA,842517
SAMG,1549966
TEAF,1704299
PNRLF,795800
MRCC,1512931
IPX,1898601
SOL,1417892
STHO,1953366
DBE,1383062
PWOD,716605
FBYD,1937987
ORGN,1802457
FFNTF,1783875
NSTC,1835817
FTCI,1828161
NVTA,1501134
ESHA,1918661
HYB,825345
NSTD,1835814
OAKC,1588871
LCNB,1074902
ATNM,1388320
ROSS,1841610
SACH,1682220
IRAA,1831874
KRNL,1832950
FTCO,1828377
WNNR,1843714
PRAX,1689548
MPV,831655
LLAP,1835512
CTV,1835378
VABK,1572334
ELTP,1053369
CATO,18255
ARQT,1787306
PIM,830622
TELA,1561921
NNY,818850
AENZ,1572621
LUXH,1893311
GGT,921671
PZC,1181504
LITB,1523836
PSQH,1847064
FREE,1753706
QRHC,1442236
NWGL,1948294
QSG,1932770
CIO,1593222
REAL,1573221
ENX,1177162
SKYX,1598981
EVBN,842518
PACI,1853070
TLGY,1879814
AVBH,1443575
ALYA,1734520
XTNT,1453593
TSQ,1499832
MNSB,1693577
MCN,1289868
HEAR,1493761
NB,1512228
CYBN,1833141
GLDG,1538847
TREE,1434621
PLMI,1840317
VOR,1817229
TGLO,1066684
MLGO,1800392
HRTG,1598665
LCA,1844642
BGX,1504234
ADAP,1621227
RIGL,1034842
SKIL,1774675
MVO,1371782
NMG,1649752
GRPH,1815776
OPRX,1448431
EHI,1228509
JUSHF,1909747
AENT,1823584
CNTY,911147
OTLK,1649989
BIRD,1653909
STKS,1399520
ELLO,946394
BRD,1847351
CRNT,1119769
FLL,891482
TNYA,1858848
FRXB,1840161
IDE,1417802
LMDX,1685428
ATRA,1604464
FLFV,1912582
OPT,1815620
ROOT,1788882
BMN,1832871
PHX,315131
OFS,1487918
RMGC,1838108
TWLV,1819498
IOAC,1854275
ALSA,1865111
GRWG,1604868
MHGU,808219
ATLO,1132651
XFOR,1501697
IH,1814423
INBK,1562463
CDRO,1866782
CNDB,1851961
NNAG,1950429
NHHS,1503707
FDOC,1459188
NINE,1532286
FLC,1245648
QUIK,882508
IRRX,1854795
GRX,1391437
NKSH,796534
CIK,810766
SUNL,1821850
CSTA,1834032
INMB,1711754
ARBE,1861841
LGVC,1879297
MPAA,918251
HURC,315374
FNRN,1114927
BSET,10329
FCCO,932781
KOPN,771266
MRMD,1522767
FHTX,1822462
CLPT,1285550
DGWR,1637866
CSTE,1504379
EVG,1287498
MPA,891038
GLUE,1826457
DHCA,1838163
LGYV,1616788
LOMLF,1509397
GF,858706
WMPN,1828376
NUTX,1479681
PCTI,1057083
GAU,1377757
VMCA,1892747
AEVA,1789029
ATEK,1882198
MHF,830487
GALT,1133416
BIG,768835
SMTK,1817760
TLSI,1826667
RLYB,1739410
PTRS,832090
DNIF,1059213
DHX,1393883
ZTEK,1904501
SGC,95574
OPBK,1722010
ACAH,1836274
PDSB,1472091
MSD,904112
HNVR,1828588
NCL,1923780
BCOV,1313275
CRNCY,909531
FXY,1353613
CMBM,1738177
ZLS,1853397
AYRWF,1847462
BMAC,1848020
COFS,803164
AIXI,1935172
RRGB,1171759
EZOO,1752372
PRPL,1643953
MIXT,1576914
RBT,1862068
MCAC,1895249
BDSX,1439725
GPAC,1831979
BIVI,1580149
SJ,1753673
GATE,1838513
MYFW,1327607
FIAC,1854480
CWGL,1562151
LRMR,1374690
HYPR,1833769
PEPG,1835597
IGA,1332943
DSAQ,1871745
FRAF,723646
PESI,891532
ARC,1305168
TBCP,1815753
OPA,1843121
OPTN,1494650
NSTB,1834518
MOLN,1745114
ISSC,836690
UBFO,1137547
FREVS,36840
VACC,1828185
ALT,1326190
CTXR,1506251
BHAT,1759136
PXDT,1962845
NRO,1261166
NPAB,1837929
ARRW,1835972
ASPS,1462418
STXS,1289340
AAIC,1209028
EVGR,1900402
ACRV,1781174
VRM,1580864
HNST,1530979
EPSN,1726126
SPE,897802
POET,1437424
BANX,1578987
APXI,1868573
FGBI,1408534
ZVIA,1854139
SGA,886136
RDCM,1016838
DSGN,1807120
XBIT,1626878
BWG,1504545
JYNT,1612630
BYN,1852633
CDXS,1200375
ONCY,1129928
SEER,1726445
DECA,1913577
ABXXF,1971975
PRLD,1678660
UFI,100726
LBPH,1832168
CARM,1485003
VRDR,1506929
BTA,1343793
SHIP,1448397
RVSB,1041368
EMYB,1449794
AOUT,1808997
DMO,1478102
CPTK,1827899
OVBC,894671
BYTS,1842566
PGSS,1861541
DTI,1884516
ATAK,1883788
HGBL,849145
EBS,1367644
ACRG,773717
ACAB,1893219
NTIC,875582
WEA,1163792
FNWB,1556727
FXNC,719402
OCFT,1780531
PLG,1095052
HLCO,1441082
RMMZ,1870833
VAXX,1851657
DCF,1627854
COOL,1829953
ABSI,1672688
JHS,759866
WILC,1030997
IXAQ,1852019
QBTS,1907982
HEQ,1496749
TOI,1799191
LAKE,798081
BVFL,1302387
BPT,850033
HITI,1847409
AWCA,1021917
DIT,928465
TRX,1173643
UNB,706863
TCOA,1846750
DMF,839122
CDT,1896212
KPTI,1503802
FCUV,1590418
FNCB,1035976
UPLD,1505155
VNJA,1532383
TRVI,1563880
XFIN,1852749
MDV,1645873
VIRC,751365
PFD,868578
BYNO,1801417
GMDA,1600847
ENER,1855555
PRSR,1825473
HWBK,893847
CFFE,1839530
CWBC,1051343
SHAP,1881462
AJX,1614806
RMBI,1767837
AREC,1590715
ESAC,1865506
KNSW,1885444
LCUT,874396
EFSI,880641
FINW,1856365
CRT,881787
INO,1055726
HWEL,1845013
GTH,1782594
TWOA,1843988
LTRPA,1606745
HYLN,1759631
FUNC,763907
NAZ,892992
PBYI,1401667
INGN,1294133
MNMD,1813814
PEBK,1093672
CYT,1662244
CRGO,1927719
QFTA,1830795
KRMD,704440
CMCA,1865248
CITE,1848437
BDTX,1701541
BFIN,1303942
VATE,1006837
PHD,1305767
TGAA,1847355
AADI,1422142
NIM,890119
TOUR,1597095
CHAA,1838293
MHH,1437226
PLX,1006281
UEIC,101984
CBRG,1845149
CBFV,1605301
GOSS,1728117
IMAB,1778016
RMBL,1596961
FMN,1199004
BLUA,1831006
NDLS,1275158
NRT,72633
ELA,701719
DPCS,1857803
EGGF,1843973
MLEC,1937737
SSSS,1509470
PORT,1865200
MYNA,1850453
BNR,1792267
WWAC,1853044
CCFN,731122
LFT,1547546
EGOX,1942808
FSFG,1435508
MRBK,1750735
YERBF,1978133
REEMF,1419806
ELVA,1844450
BETS,1543268
BMBN,804563
SMID,924719
GIA,1844505
SLAC,1834755
ACU,2098
ECF,793040
YTRA,1516899
FLXS,37472
LCHD,1715433
BBXIA,1814974
THCP,1843993
TCS,1411688
EML,31107
PAI,75398
SKLZ,1801661
JHI,759828
MITA,1847440
IPSI,1591913
CSLM,1875493
PCF,810943
USAP,931584
TMNA,1648365
CSBB,880417
CRAWA,47307
SZZL,1829322
THRX,1745020
GLQ,1316463
CHN,845379
YCQH,1794276
LNKB,1756701
EVF,1070732
GLSI,1799788
FEAM,1888654
BGSF,1474903
ASYS,720500
LVPA,831378
RANI,1856725
FAT,1705012
SYT,1946216
CFBK,1070680
WE,1813756
BSBK,1787414
CAAS,1157762
MDBH,1934642
IFRX,1708688
OCGN,1372299
MITT,1514281
VCXA,1848898
DIST,1818605
SGMT,1400118
SBI,882300
ADTH,1838672
STIX,1896049
PRQR,1612940
ABEO,318306
FFNW,1401564
PWUP,1847345
NCAC,1849475
FNVT,1857855
FTII,1889450
SPPP,1539190
ANNX,1528115
RCKY,895456
VFL,895574
VXRT,72444
LFVN,849146
GAMC,1841125
PFIE,1289636
NOBH,72205
SANG,1753368
ETON,1710340
BRID,14177
MDWT,355379
ASFH,1828748
MARX,1892922
CRKR,1162896
ORRCF,1390352
MAYS,54187
CDXC,1386570
HSPO,1946021
LVO,1491419
ATMV,1937891
CNGL,1867443
TENK,1851484
WISH,1822250
ANIX,715446
LATG,1868269
FTK,928054
ATMC,1889106
SPGX,1500305
LL,1396033
TPIC,1455684
NKTX,1787400
VII,1826011
MGF,811922
BATL,1282648
MSSA,1882464
CPHC,1672909
KF,748691
IMAQ,1846235
BRAG,1867834
NPFC,1445831
MGRM,1769759
MNOV,1226616
AZREF,1633438
TZOO,1133311
PMGM,1821606
FSRX,1834336
IAF,779336
XNET,1510593
BFGX,1741257
VCIG,1930510
GDL,1378701
UTGN,832480
BKKT,1820302
ADVM,1501756
SFBC,1541119
AQMS,1621832
AXTI,1051627
YGF,1875496
DLNG,1578453
BLAC,1840425
ADEX,1830029
CXE,845606
SY,1758530
VOXR,1907909
SWZ,813623
LARK,1141688
QDRO,1825962
RWOD,1907223
AFBI,1823406
NBST,1831978
ONYX,1849548
INAQ,1862463
ISTR,1602658
FTLF,1374328
BOWN,1973056
CMCT,908311
AQST,1398733
TBMC,1934945
ALOT,8146
CZWI,1367859
ALDX,1341235
WNLV,1558740
TRCA,1840353
ECBK,1914605
NA,1872302
EBMT,1478454
GMGI,1437925
WPRT,1370416
TRLM,855787
GODN,1895144
OSI,1832136
STRT,933034
PFO,882071
FKYS,737875
HRTX,818033
CSBR,771856
MMLP,1176334
NKTR,906709
BYRN,1354866
DISA,1838831
LAZY,1721741
WEL,1877557
KPEA,1502557
KITT,1849820
FOA,1828937
GNTA,1838716
ACBM,1622996
KVHI,1007587
ELMD,1488917
RLMD,1553643
MNTX,1302028
RGF,1871149
PAYS,1496443
LIVE,1045742
ALTU,1822366
VERI,1615165
OMGA,1850838
BLEU,1843370
AXDX,727207
NYMXF,1018735
ESPR,1434868
TKNO,1850902
HMST,1518715
BITE,1831270
GLLI,1888734
FNWD,919864
PSBQ,948368
EMCG,1869601
HFUS,1482554
AXR,6207
CLDI,1855485
HRBR,899394
LVLU,1780201
IPSC,1850119
ERDCF,1398972
GVXXF,1490596
WRAC,1855168
SGMO,1001233
FOSL,883569
JLS,1472215
FONR,355019
NVNI,1965143
RMI,1746967
JDVB,866643
ARYD,1838821
NRAC,1831964
KLDI,1752474
OGI,1620737
BCV,9521
NMT,897419
CMTV,718413
DMAC,1401040
AACI,1844817
SBFG,767405
WKHS,1425287
KANP,1230058
EAC,1832765
SND,1529628
PROV,1010470
MIST,1408443
USCT,1860514
CSPI,356037
RVPH,1742927
TMTC,1879851
OCCI,1716951
PBHC,1609065
APYX,719135
IHD,1496292
ZHYBF,1672886
CMLS,1058623
NMI,830271
BLRX,1498403
SRFM,1936224
AAGH,1098009
ACHV,949858
GGZ,1585855
CMRX,1117480
CTMX,1501989
NXG,1506488
BHAC,1851612
SRV,1400897
PCM,908187
PRST,1822145
USGO,1947244
TPZ,1408201
CTSO,1175151
ATOS,1488039
AHT,1232582
UNG,1376227
HNW,1388126
GNT,1438893
IZM,1854572
IVAC,1001902
IVCP,1845123
APRN,1701114
LTCN,1732406
IPVF,1839610
OPOF,740971
JSPR,1788028
VFF,1584549
BRAC,1865120
WHG,1165002
APLM,1944885
NNBR,918541
ZFOX,1823575
APAC,1844981
TAYD,96536
MOBV,1931691
GDST,1858007
FOTB,1099668
CGO,1285650
QNBC,750558
BACA,1869673
HMNF,921183
KSM,846596
PED,1141197
SOND,1819395
OCAX,1820175
RCAC,1874218
DUET,1890671
HNRA,1842556
CUE,1645460
FICV,1855693
FFMGF,1641229
THM,1134115
ASCB,1876716
ACNT,95953
RFM,1790177
FCAP,1070296
SATL,1874315
BCTX,1610820
BEEM,1398805
CMU,809844
SPPL,1948697
BUJA,1956055
AE,2178
ESOA,1357971
GLST,1922331
CIPI,1108645
GSVRF,865400
CHMI,1571776
ALOR,1883962
FORA,1829280
APEI,1201792
CETU,1936702
OAKU,1945422
SOTK,806172
LIBY,1880151
KOD,1468748
DTCK,1949478
WGS,1818331
PFX,1490349
MPTI,1902314
SPRU,1772720
AREN,894871
EARN,1560672
WFCF,1360565
SRBK,1951276
ATPC,1713210
SUP,95552
GOLQ,1746278
SMGI,1426506
ORMP,1176309
YOTA,1907730
HAIA,1848861
ARAT,1566243
SLNG,1043186
RTGN,1836295
CREEF,1851230
NUBI,1881551
CULL,1845799
AEAE,1852016
CATX,728387
GGAAF,1865697
SWSS,1838000
RFAC,1847607
AUBN,750574
OMER,1285819
CDTX,1610618
CUTR,1162461
VERU,863894
PRT,1724009
VGI,1528811
GNSS,924383
ERH,1279014
VHAQ,1823857
NXC,885732
MDWD,1593984
ARTE,1839990
BGXX,1886799
ARMP,921114
FRD,39092
CONN,1223389
IGTA,1866838
GBBK,1894951
OXBC,1473086
STG,1723935
SPIR,1816017
CPTP,202947
PRPH,868278
GLYC,1253689
FCO,876717
SGII,1869824
MKTW,1805651
TORO,1941131
AKA,1865107
ANVS,1477845
PVL,1520048
NKGN,1845459
VTGN,1411685
FEXD,1852407
DTF,879535
GTAC,1848821
JHAA,1753217
SCX,93676
USAS,1286973
FRLA,1849294
NGM,1426332
CRGE,1277250
TUP,1008654
GLU,1282957
ARQQ,1859690
LRE,1888980
TETE,1900679
XAIR,1641631
IMMX,1873835
UNIB,811211
TMQ,1543418
ENBP,1437479
LIVB,1875257
RBKB,1751783
OXUS,1852973
OMEX,798528
FXCO,1817565
PRE,1876431
AUDA,1067837
BGI,1179821
PTZH,1627469
GP,1584547
ZJYL,1837821
CBAT,1117171
PYXS,1782223
TRON,1847513
NTZ,900391
FORL,1936255
PYR,1743344
BWAQ,1878074
KVSA,1841873
GTHX,1560241
CAPR,1133869
NSTG,1401708
RSSS,1386301
EFHT,1922858
CARA,1346830
MAQC,1844419
FEIM,39020
CANO,1800682
CODA,1334325
JEQ,866095
BDCO,793306
SNDA,1043000
NVNO,1661053
AGSS,1514443
IRME,1839133
IOBT,1865494
ALLT,1365767
CULP,723603
PMHG,1586454
LIFE,1339970
FHLT,1851182
NSPR,1433607
AVRO,1681087
ELYM,1768446
GMFI,1866547
ARBK,1841675
PNI,1170311
CCCC,1662579
CNTB,1835268
SMSI,948708
DRRX,1082038
BTAI,1720893
MMAT,1431959
